zipcode,district,location,age,m2,rooms,energie,rent
21075,Harburg,normal,1971,115,4,E,6.12
21075,Harburg,normal,2002,200,6,C,9.97
21075,Harburg,normal,1918,98,4,G,8.49
21075,Harburg,normal,1913,159,5,G,9.59
21075,Harburg,normal,1926,173,6,G,8.87
21075,Harburg,normal,1951,138,5,G,7.34
21075,Harburg,normal,1930,60,3,G,7.55
21075,Harburg,normal,1951,176,6,G,7.61
21075,Harburg,normal,1967,219,6,E,8.95
21075,Harburg,normal,1970,68,3,E,5.58
21075,Harburg,normal,2010,31,1,B,13.7
21075,Harburg,normal,1991,168,6,D,7.51
21075,Harburg,normal,1948,114,4,G,7.68
21075,Harburg,normal,1996,80,3,C,10.72
21075,Harburg,normal,1985,135,5,D,8.31
21075,Harburg,normal,1986,82,3,D,9.23
21075,Harburg,normal,1952,112,4,G,10.55
21075,Harburg,normal,1913,143,5,G,9.89
21075,Harburg,normal,1993,65,3,C,9.47
21075,Harburg,normal,1923,178,6,G,8.86
21075,Harburg,normal,2018,210,6,A,13.11
21075,Harburg,normal,1976,17,1,D,10.45
21075,Harburg,normal,1970,88,4,E,5.87
21075,Harburg,normal,1944,18,1,G,11.45
21075,Harburg,normal,1919,102,4,G,8.76
21075,Harburg,normal,1934,134,5,G,8.97
21075,Harburg,normal,2001,169,6,C,9.07
21075,Harburg,normal,2005,81,3,C,9.16
21075,Harburg,normal,1959,47,2,F,8.37
21075,Harburg,normal,2018,152,5,A,14.28
21075,Harburg,normal,1981,147,5,D,9.9
21075,Harburg,normal,1939,147,5,G,7.68
21075,Harburg,normal,1927,55,2,G,8.26
21075,Harburg,normal,1920,215,6,G,7.09
21075,Harburg,normal,2003,40,2,C,14.05
21075,Harburg,normal,1981,75,3,D,8.9
21075,Harburg,normal,1936,35,1,G,11.79
21075,Harburg,normal,1925,147,5,G,7.32
21075,Harburg,normal,1940,79,3,G,8.39
21075,Harburg,normal,2023,59,3,A,15.43
21075,Harburg,normal,1930,40,2,G,8.86
21075,Harburg,normal,1987,105,4,D,9.64
21075,Harburg,normal,1984,136,5,D,9.1
21077,Marmstorf,gut,1943,71,3,G,11.71
21077,Marmstorf,gut,1923,183,6,G,10.48
21077,Marmstorf,gut,1939,194,6,G,13.18
21077,Marmstorf,gut,1954,96,4,G,12.61
21077,Marmstorf,gut,1925,92,4,G,12.86
21077,Marmstorf,gut,1999,195,6,C,14.88
21077,Marmstorf,gut,1939,198,6,G,10.35
21077,Marmstorf,gut,1919,152,5,G,13.62
21077,Marmstorf,gut,2019,85,3,A,16.54
21077,Marmstorf,gut,2016,81,3,A,12.27
21077,Marmstorf,gut,1989,119,4,D,9.51
21077,Marmstorf,gut,1954,81,3,G,13.28
21077,Marmstorf,gut,1934,221,6,G,12.34
21077,Marmstorf,gut,1946,47,2,G,11.85
21077,Marmstorf,gut,1974,83,3,D,10.1
21077,Marmstorf,gut,1931,49,2,G,11.64
21077,Marmstorf,gut,1974,73,3,D,7.95
21077,Marmstorf,gut,1910,162,6,G,9.86
21077,Marmstorf,gut,1939,151,5,G,10.13
21077,Marmstorf,gut,1983,81,3,D,12.0
21077,Marmstorf,gut,2010,164,6,B,12.89
21077,Marmstorf,gut,1995,42,2,C,12.58
21077,Marmstorf,gut,1914,127,5,G,12.97
21077,Marmstorf,gut,1960,157,5,F,12.71
21077,Marmstorf,gut,2010,53,2,B,12.92
21077,Marmstorf,gut,1975,203,6,D,12.96
21077,Marmstorf,gut,1916,171,6,G,13.32
21077,Marmstorf,gut,1922,66,3,G,11.57
21077,Marmstorf,gut,1927,184,6,G,13.81
21077,Marmstorf,gut,1933,205,6,G,10.27
21077,Marmstorf,gut,1922,41,2,G,12.45
21077,Marmstorf,gut,1984,36,1,D,12.77
21077,Marmstorf,gut,2014,188,6,B,16.94
21077,Marmstorf,gut,2016,66,3,A,16.96
21077,Marmstorf,gut,1922,19,1,G,11.71
21077,Marmstorf,gut,1945,100,4,G,10.26
21077,Marmstorf,gut,2012,138,5,B,16.58
21077,Marmstorf,gut,1937,30,1,G,11.77
21077,Marmstorf,gut,2015,220,6,B,17.83
21077,Marmstorf,gut,1975,131,5,D,9.96
21077,Marmstorf,gut,1973,111,4,D,9.45
21077,Marmstorf,gut,2002,43,2,C,13.07
21077,Marmstorf,gut,1951,69,3,G,10.54
21077,Marmstorf,gut,1916,63,3,G,13.03
21077,Marmstorf,gut,2006,62,3,C,12.98
21077,Marmstorf,gut,2003,110,4,C,14.35
21077,Marmstorf,gut,1926,128,5,G,10.33
21077,Marmstorf,gut,2016,124,4,A,17.42
21077,Marmstorf,gut,1940,50,2,G,10.97
21077,Marmstorf,gut,1915,200,6,G,9.59
21077,Marmstorf,gut,1924,146,5,G,11.52
21077,Marmstorf,gut,1998,160,5,C,12.55
21077,Marmstorf,gut,1954,56,2,G,9.68
21077,Marmstorf,gut,1959,70,3,F,9.85
21077,Marmstorf,gut,1911,53,2,G,13.6
21077,Marmstorf,gut,1973,163,6,D,10.6
21077,Marmstorf,gut,1999,177,6,C,14.73
21077,Marmstorf,gut,2020,131,5,A,13.34
21077,Marmstorf,gut,2021,38,1,A,18.23
21077,Marmstorf,gut,1945,169,6,G,11.86
21077,Marmstorf,gut,2004,68,3,C,11.06
21077,Marmstorf,gut,1924,214,6,G,11.45
21077,Marmstorf,gut,1929,195,6,G,13.43
21077,Marmstorf,gut,1981,116,4,D,12.64
21077,Marmstorf,gut,1988,24,1,D,10.95
21077,Marmstorf,gut,2013,36,1,B,13.84
21077,Marmstorf,gut,1961,99,4,F,9.32
21077,Marmstorf,gut,1956,56,2,F,8.56
21077,Marmstorf,gut,1925,52,2,G,9.84
21077,Marmstorf,gut,1976,146,5,D,12.66
21077,Marmstorf,gut,2012,189,6,B,17.44
21077,Marmstorf,gut,1915,124,4,G,13.09
21077,Marmstorf,gut,1971,92,4,E,11.22
21077,Marmstorf,gut,1989,15,1,D,13.87
21077,Marmstorf,gut,1985,33,1,D,11.54
21077,Marmstorf,gut,1931,152,5,G,12.21
21077,Marmstorf,gut,1991,100,4,D,11.0
21077,Marmstorf,gut,1917,222,6,G,10.46
21077,Marmstorf,gut,1932,132,5,G,13.03
21077,Marmstorf,gut,1957,73,3,F,13.18
21077,Marmstorf,gut,1954,41,2,G,11.67
21077,Marmstorf,gut,1981,61,3,D,9.06
21077,Marmstorf,gut,1977,175,6,D,13.39
21077,Marmstorf,gut,1939,171,6,G,11.26
21077,Marmstorf,gut,1940,175,6,G,13.66
21077,Marmstorf,gut,1926,43,2,G,11.12
21077,Marmstorf,gut,2014,39,1,B,14.98
21077,Marmstorf,gut,1921,212,6,G,13.81
21077,Marmstorf,gut,1989,115,4,D,12.95
21077,Marmstorf,gut,1985,158,5,D,15.71
21077,Marmstorf,gut,1968,51,2,E,10.77
21077,Marmstorf,gut,1944,115,4,G,9.46
21077,Marmstorf,gut,1969,69,3,E,7.61
21077,Marmstorf,gut,2009,196,6,C,12.46
21077,Marmstorf,gut,2020,171,6,A,20.76
21077,Marmstorf,gut,1942,155,5,G,10.52
21077,Marmstorf,gut,1970,155,5,E,11.69
21077,Marmstorf,gut,2014,71,3,B,14.92
21077,Marmstorf,gut,1971,58,2,E,9.01
21077,Marmstorf,gut,1911,21,1,G,13.11
21077,Marmstorf,gut,1968,32,1,E,12.89
21077,Marmstorf,gut,2008,17,1,C,14.0
21077,Marmstorf,gut,2012,59,3,B,12.58
21077,Marmstorf,gut,1923,137,5,G,11.11
21077,Marmstorf,gut,2000,110,4,C,14.54
21077,Marmstorf,gut,1922,71,3,G,11.87
21077,Marmstorf,gut,1963,173,6,F,10.67
21077,Marmstorf,gut,1963,21,1,F,11.18
21077,Marmstorf,gut,2016,114,4,A,16.01
21077,Marmstorf,gut,2013,129,5,B,12.95
21077,Marmstorf,gut,1995,137,5,C,14.97
21077,Marmstorf,gut,1934,77,3,G,9.38
21077,Marmstorf,gut,1990,155,5,D,8.09
21077,Marmstorf,gut,1959,32,1,F,9.14
21077,Marmstorf,gut,1910,81,3,G,11.61
21077,Marmstorf,gut,1929,67,3,G,10.61
21077,Marmstorf,gut,1912,193,6,G,12.2
21077,Marmstorf,gut,1983,20,1,D,11.73
21077,Marmstorf,gut,1999,204,6,C,14.14
21077,Marmstorf,gut,1974,62,3,D,9.76
21077,Marmstorf,gut,1942,187,6,G,11.14
21077,Marmstorf,gut,1995,38,1,C,10.82
21077,Marmstorf,gut,1978,52,2,D,8.16
21077,Marmstorf,gut,2002,70,3,C,10.33
21077,Marmstorf,gut,1932,162,6,G,10.71
21077,Marmstorf,gut,2000,141,5,C,12.72
21077,Marmstorf,gut,1962,43,2,F,7.07
21077,Marmstorf,gut,1935,112,4,G,13.55
21077,Marmstorf,gut,1929,154,5,G,12.33
21077,Marmstorf,gut,2012,130,5,B,13.81
21077,Marmstorf,gut,1949,101,4,G,13.97
21077,Marmstorf,gut,2020,74,3,A,15.72
21077,Marmstorf,gut,2005,169,6,C,12.15
21077,Marmstorf,gut,1941,146,5,G,10.12
21077,Marmstorf,gut,1972,102,4,E,10.25
21077,Marmstorf,gut,1926,149,5,G,12.15
21077,Marmstorf,gut,1976,106,4,D,9.99
21077,Marmstorf,gut,1960,134,5,F,12.61
21077,Marmstorf,gut,1983,169,6,D,14.87
21077,Marmstorf,gut,1956,146,5,F,14.6
21077,Marmstorf,gut,2008,158,5,C,15.21
21077,Marmstorf,gut,1968,52,2,E,7.41
21077,Marmstorf,gut,1974,49,2,D,11.7
21077,Marmstorf,gut,1991,92,4,D,10.75
21077,Marmstorf,gut,1924,112,4,G,12.34
21077,Marmstorf,gut,1943,149,5,G,10.06
21077,Marmstorf,gut,2003,165,6,C,15.03
21077,Marmstorf,gut,1994,136,5,C,13.87
21077,Marmstorf,gut,1954,186,6,G,14.38
21077,Marmstorf,gut,2007,95,4,C,15.22
21077,Marmstorf,gut,2001,110,4,C,12.6
21077,Marmstorf,gut,1968,155,5,E,11.54
21077,Marmstorf,gut,1971,175,6,E,10.6
21077,Marmstorf,gut,2017,151,5,A,15.52
21077,Marmstorf,gut,1933,74,3,G,10.49
21077,Marmstorf,gut,1952,87,3,G,10.66
21077,Marmstorf,gut,1915,17,1,G,14.27
21077,Marmstorf,gut,1937,132,5,G,13.09
21077,Marmstorf,gut,1999,29,1,C,14.31
21077,Marmstorf,gut,2003,81,3,C,10.53
21079,Wilstorf,normal,2000,150,5,C,10.75
21079,Wilstorf,normal,1918,45,2,G,12.21
21079,Wilstorf,normal,1912,65,3,G,11.91
21079,Wilstorf,normal,1968,100,4,E,6.34
21079,Wilstorf,normal,1952,147,5,G,9.88
21079,Wilstorf,normal,2002,43,2,C,11.31
21079,Wilstorf,normal,2019,119,4,A,14.4
21079,Wilstorf,normal,2011,79,3,B,15.22
21079,Wilstorf,normal,1988,160,5,D,7.15
21079,Wilstorf,normal,1917,146,5,G,9.37
21079,Wilstorf,normal,1987,143,5,D,8.5
21079,Wilstorf,normal,1994,113,4,C,9.18
21079,Wilstorf,normal,1967,131,5,E,9.94
21079,Wilstorf,normal,1983,146,5,D,9.19
21079,Wilstorf,normal,2018,61,3,A,12.51
21079,Wilstorf,normal,2006,215,6,C,11.93
21079,Wilstorf,normal,2007,88,4,C,10.54
21079,Wilstorf,normal,2018,195,6,A,16.24
21079,Wilstorf,normal,1912,131,5,G,11.16
21079,Wilstorf,normal,1995,156,5,C,13.67
21079,Wilstorf,normal,1924,219,6,G,8.82
21079,Wilstorf,normal,1967,91,4,E,7.05
21079,Wilstorf,normal,1910,18,1,G,11.14
21079,Wilstorf,normal,2022,138,5,A,15.34
21079,Wilstorf,normal,2004,36,1,C,12.48
21079,Wilstorf,normal,1968,57,2,E,9.33
21079,Wilstorf,normal,1954,99,4,G,10.68
21079,Wilstorf,normal,2013,171,6,B,13.31
21079,Wilstorf,normal,2020,102,4,A,13.74
21079,Wilstorf,normal,2010,210,6,B,13.13
21079,Wilstorf,normal,2009,26,1,C,10.72
21079,Wilstorf,normal,1955,160,5,G,8.2
21079,Wilstorf,normal,1931,89,4,G,9.21
21079,Wilstorf,normal,1911,83,3,G,12.86
21079,Wilstorf,normal,1961,102,4,F,8.86
21079,Wilstorf,normal,1942,140,5,G,8.75
21079,Wilstorf,normal,1947,59,3,G,10.46
21079,Wilstorf,normal,2013,57,2,B,13.36
21079,Wilstorf,normal,1989,69,3,D,6.35
21079,Wilstorf,normal,1932,106,4,G,9.33
21079,Wilstorf,normal,1919,129,5,G,7.03
21079,Wilstorf,normal,1950,169,6,G,7.51
21079,Wilstorf,normal,1960,182,6,F,8.42
21079,Wilstorf,normal,1948,132,5,G,8.49
21079,Wilstorf,normal,1968,33,1,E,7.79
21079,Wilstorf,normal,1987,114,4,D,7.61
21079,Wilstorf,normal,1979,206,6,D,9.0
21079,Wilstorf,normal,1920,28,1,G,11.68
21079,Wilstorf,normal,1916,168,6,G,11.61
21079,Wilstorf,normal,1968,121,4,E,6.57
21079,Wilstorf,normal,1923,89,4,G,10.04
21079,Wilstorf,normal,1966,51,2,E,6.57
21079,Wilstorf,normal,1970,195,6,E,6.13
21079,Wilstorf,normal,2016,17,1,A,15.15
21079,Wilstorf,normal,1912,136,5,G,9.23
21079,Wilstorf,normal,1960,137,5,F,9.54
21079,Wilstorf,normal,1944,83,3,G,10.87
21079,Wilstorf,normal,1998,30,1,C,14.09
21079,Wilstorf,normal,1998,208,6,C,9.26
21079,Wilstorf,normal,1933,38,1,G,10.04
21079,Wilstorf,normal,2017,212,6,A,14.59
21079,Wilstorf,normal,1964,142,5,F,9.23
21079,Wilstorf,normal,2011,186,6,B,13.4
21079,Wilstorf,normal,1959,80,3,F,7.84
21079,Wilstorf,normal,1991,173,6,D,7.08
21079,Wilstorf,normal,1956,55,2,F,9.11
21079,Wilstorf,normal,1953,177,6,G,8.43
21079,Wilstorf,normal,1933,190,6,G,9.34
21079,Wilstorf,normal,1925,159,5,G,7.29
21079,Wilstorf,normal,1969,155,5,E,5.83
21079,Wilstorf,normal,1946,32,1,G,8.46
21079,Wilstorf,normal,2013,31,1,B,16.07
21079,Wilstorf,normal,1912,217,6,G,8.54
21079,Wilstorf,normal,2023,219,6,A,13.75
21079,Wilstorf,normal,1926,132,5,G,7.08
21079,Wilstorf,normal,1922,221,6,G,8.07
21079,Wilstorf,normal,2006,91,4,C,11.05
21079,Wilstorf,normal,1959,156,5,F,8.2
21079,Wilstorf,normal,1972,97,4,E,6.46
21079,Wilstorf,normal,1921,105,4,G,8.69
21079,Wilstorf,normal,1918,85,3,G,11.45
21107,Steinwerder,normal,1918,151,5,G,9.25
21107,Steinwerder,normal,1926,53,2,G,10.45
21107,Steinwerder,normal,1926,32,1,G,9.13
21107,Steinwerder,normal,2010,95,4,B,11.6
21107,Steinwerder,normal,1936,192,6,G,9.08
21107,Steinwerder,normal,1961,52,2,F,6.5
21107,Steinwerder,normal,1992,189,6,D,8.83
21107,Steinwerder,normal,2007,103,4,C,14.16
21107,Steinwerder,normal,1932,136,5,G,8.69
21107,Steinwerder,normal,1964,142,5,F,7.93
21107,Steinwerder,normal,1917,17,1,G,14.8
21107,Steinwerder,normal,2013,174,6,B,11.05
21107,Steinwerder,normal,1946,93,4,G,9.32
21107,Steinwerder,normal,1951,139,5,G,7.4
21107,Steinwerder,normal,1974,127,5,D,5.77
21107,Steinwerder,normal,1991,132,5,D,6.65
21107,Steinwerder,normal,2009,114,4,C,12.73
21107,Steinwerder,normal,1919,151,5,G,7.01
21107,Steinwerder,normal,1991,207,6,D,9.63
21107,Steinwerder,normal,2023,32,1,A,14.44
21107,Steinwerder,normal,1954,199,6,G,7.91
21107,Steinwerder,normal,1930,141,5,G,9.09
21107,Steinwerder,normal,1983,222,6,D,8.59
21107,Steinwerder,normal,1953,190,6,G,7.86
21107,Steinwerder,normal,2015,40,2,B,16.46
21107,Steinwerder,normal,2016,88,4,A,16.01
21107,Steinwerder,normal,1926,51,2,G,10.61
21107,Steinwerder,normal,2010,42,2,B,8.76
21107,Steinwerder,normal,1920,149,5,G,7.15
21107,Steinwerder,normal,1965,36,1,F,7.45
21107,Steinwerder,normal,1967,155,5,E,8.22
21107,Steinwerder,normal,1958,150,5,F,10.61
21107,Steinwerder,normal,1952,24,1,G,7.72
21107,Steinwerder,normal,1958,222,6,F,10.14
21107,Steinwerder,normal,1919,145,5,G,7.67
21107,Steinwerder,normal,2017,15,1,A,14.44
21107,Steinwerder,normal,2007,204,6,C,13.63
21107,Steinwerder,normal,1918,198,6,G,9.97
21107,Steinwerder,normal,1917,149,5,G,11.13
21107,Steinwerder,normal,1914,108,4,G,11.16
21107,Steinwerder,normal,1952,203,6,G,8.6
21107,Steinwerder,normal,2006,18,1,C,12.61
21107,Steinwerder,normal,2002,44,2,C,8.92
21107,Steinwerder,normal,1941,64,3,G,8.38
21107,Steinwerder,normal,1990,56,2,D,8.87
21107,Steinwerder,normal,1965,129,5,F,8.2
21107,Steinwerder,normal,1921,78,3,G,9.46
21107,Steinwerder,normal,1971,80,3,E,6.26
21107,Steinwerder,normal,1962,219,6,F,8.3
21107,Steinwerder,normal,1993,213,6,C,9.95
21107,Steinwerder,normal,1952,138,5,G,8.92
21107,Steinwerder,normal,1975,62,3,D,6.2
21107,Steinwerder,normal,1954,118,4,G,10.35
21107,Steinwerder,normal,1975,88,4,D,5.95
21107,Steinwerder,normal,1932,32,1,G,11.43
21107,Steinwerder,normal,2004,32,1,C,10.72
21107,Steinwerder,normal,1928,181,6,G,8.02
21107,Steinwerder,normal,1914,145,5,G,10.19
21107,Steinwerder,normal,1987,182,6,D,8.05
21107,Steinwerder,normal,1991,174,6,D,8.12
21107,Steinwerder,normal,2009,112,4,C,14.16
21107,Steinwerder,normal,2013,66,3,B,12.45
21107,Steinwerder,normal,1990,137,5,D,9.35
21107,Steinwerder,normal,2007,162,6,C,11.07
21107,Steinwerder,normal,2019,136,5,A,15.44
21107,Steinwerder,normal,1987,71,3,D,7.78
21107,Steinwerder,normal,1925,148,5,G,7.63
21107,Steinwerder,normal,2002,56,2,C,8.31
21107,Steinwerder,normal,2009,178,6,C,12.77
21107,Steinwerder,normal,1952,20,1,G,8.8
21107,Steinwerder,normal,1985,62,3,D,8.8
21107,Steinwerder,normal,2007,81,3,C,8.32
21107,Steinwerder,normal,1976,76,3,D,6.82
21107,Steinwerder,normal,1981,203,6,D,7.96
21107,Steinwerder,normal,2000,37,1,C,11.66
21107,Steinwerder,normal,1971,179,6,E,6.42
21107,Steinwerder,normal,1943,23,1,G,9.23
21107,Steinwerder,normal,1992,137,5,D,7.93
21107,Steinwerder,normal,1927,187,6,G,8.19
21107,Steinwerder,normal,2008,52,2,C,11.16
21107,Steinwerder,normal,1939,24,1,G,9.04
21107,Steinwerder,normal,2002,218,6,C,13.17
21107,Steinwerder,normal,1922,164,6,G,8.83
21107,Steinwerder,normal,1964,146,5,F,8.05
21107,Steinwerder,normal,2023,161,6,A,14.81
21107,Steinwerder,normal,1920,201,6,G,7.89
21107,Steinwerder,normal,2001,51,2,C,9.4
21107,Steinwerder,normal,1937,80,3,G,8.81
21107,Steinwerder,normal,1981,57,2,D,7.08
21107,Steinwerder,normal,2016,190,6,A,12.39
21107,Steinwerder,normal,1976,220,6,D,6.46
21107,Steinwerder,normal,1932,65,3,G,9.43
21107,Steinwerder,normal,1950,173,6,G,7.27
21107,Steinwerder,normal,1958,200,6,F,9.87
21107,Steinwerder,normal,1934,17,1,G,10.6
21107,Steinwerder,normal,1973,83,3,D,6.97
21107,Steinwerder,normal,1949,184,6,G,8.02
21107,Steinwerder,normal,1910,169,6,G,9.76
21107,Steinwerder,normal,2001,51,2,C,10.27
21107,Steinwerder,normal,1985,138,5,D,9.92
21107,Steinwerder,normal,1927,216,6,G,9.48
21107,Steinwerder,normal,2009,61,3,C,10.7
21107,Steinwerder,normal,1982,21,1,D,9.06
21107,Steinwerder,normal,1935,34,1,G,8.85
21107,Steinwerder,normal,1932,193,6,G,6.93
21107,Steinwerder,normal,1929,221,6,G,8.12
21107,Steinwerder,normal,1930,45,2,G,10.03
21107,Steinwerder,normal,1974,43,2,D,7.71
21107,Steinwerder,normal,2012,129,5,B,14.23
21107,Steinwerder,normal,1941,133,5,G,8.13
21107,Steinwerder,normal,2022,199,6,A,14.13
21107,Steinwerder,normal,1942,50,2,G,7.89
21107,Steinwerder,normal,1917,154,5,G,8.45
21107,Steinwerder,normal,1994,152,5,C,10.75
21107,Steinwerder,normal,1993,104,4,C,9.14
21107,Steinwerder,normal,1983,209,6,D,7.28
21107,Steinwerder,normal,1996,203,6,C,14.42
21109,Veddel,normal,1934,202,6,G,7.31
21109,Veddel,normal,1990,29,1,D,11.45
21109,Veddel,normal,1924,163,6,G,8.42
21109,Veddel,normal,1926,130,5,G,8.84
21109,Veddel,normal,2015,109,4,B,14.85
21109,Veddel,normal,1942,151,5,G,9.22
21109,Veddel,normal,1951,76,3,G,8.67
21109,Veddel,normal,1910,98,4,G,8.8
21109,Veddel,normal,1910,154,5,G,8.43
21109,Veddel,normal,1967,199,6,E,8.91
21109,Veddel,normal,2022,22,1,A,15.93
21109,Veddel,normal,1949,35,1,G,7.65
21109,Veddel,normal,1961,158,5,F,10.09
21109,Veddel,normal,1984,117,4,D,8.22
21109,Veddel,normal,1986,26,1,D,9.38
21109,Veddel,normal,1970,92,4,E,6.65
21109,Veddel,normal,1973,38,1,D,7.02
21109,Veddel,normal,2010,168,6,B,14.49
21109,Veddel,normal,1972,53,2,E,9.02
21109,Veddel,normal,1976,155,5,D,6.23
21109,Veddel,normal,1966,123,4,E,9.13
21109,Veddel,normal,2001,23,1,C,11.01
21109,Veddel,normal,2015,218,6,B,13.38
21109,Veddel,normal,1964,202,6,F,10.09
21109,Veddel,normal,1958,56,2,F,9.1
21109,Veddel,normal,1952,31,1,G,10.16
21109,Veddel,normal,1910,215,6,G,10.46
21109,Veddel,normal,1912,167,6,G,8.97
21109,Veddel,normal,1972,17,1,E,8.2
21109,Veddel,normal,1960,46,2,F,8.77
21109,Veddel,normal,1910,97,4,G,9.29
21109,Veddel,normal,1989,23,1,D,9.29
21109,Veddel,normal,1914,215,6,G,11.73
21109,Veddel,normal,1997,47,2,C,10.77
21109,Veddel,normal,1987,214,6,D,8.6
21109,Veddel,normal,1978,195,6,D,6.84
21109,Veddel,normal,1985,163,6,D,9.69
21109,Veddel,normal,1999,137,5,C,10.83
21109,Veddel,normal,1923,133,5,G,7.81
21109,Veddel,normal,1933,159,5,G,8.72
21109,Veddel,normal,2010,161,6,B,9.65
21109,Veddel,normal,1996,19,1,C,14.69
21109,Veddel,normal,2008,108,4,C,11.21
21109,Veddel,normal,1978,143,5,D,6.86
21109,Veddel,normal,1967,158,5,E,8.89
21109,Veddel,normal,1911,71,3,G,9.73
21109,Veddel,normal,1992,100,4,D,9.52
21109,Veddel,normal,1993,85,3,C,8.04
21109,Veddel,normal,2008,176,6,C,13.21
21109,Veddel,normal,1956,22,1,F,10.63
21109,Veddel,normal,2005,166,6,C,9.77
21109,Veddel,normal,1976,220,6,D,6.54
21109,Veddel,normal,1993,89,4,C,7.19
21109,Veddel,normal,1978,142,5,D,7.83
21109,Veddel,normal,2012,28,1,B,14.57
21109,Veddel,normal,1992,40,2,D,11.93
21109,Veddel,normal,1948,201,6,G,7.05
21109,Veddel,normal,1940,162,6,G,7.08
21109,Veddel,normal,1949,154,5,G,9.31
21109,Veddel,normal,1941,55,2,G,10.18
21109,Veddel,normal,1922,166,6,G,8.94
21109,Veddel,normal,1951,149,5,G,8.81
21109,Veddel,normal,1968,100,4,E,6.31
21109,Veddel,normal,1986,200,6,D,8.41
21109,Veddel,normal,1925,167,6,G,9.08
21109,Veddel,normal,1958,95,4,F,9.93
21109,Veddel,normal,1942,106,4,G,7.42
21109,Veddel,normal,1915,78,3,G,10.65
21109,Veddel,normal,1943,123,4,G,8.82
21109,Veddel,normal,2007,111,4,C,11.05
21109,Veddel,normal,1959,146,5,F,8.63
21109,Veddel,normal,2007,156,5,C,11.71
21109,Veddel,normal,2015,20,1,B,14.41
21109,Veddel,normal,1993,152,5,C,7.74
21109,Veddel,normal,2013,186,6,B,14.4
21109,Veddel,normal,1940,65,3,G,8.99
21109,Veddel,normal,1941,17,1,G,8.68
21109,Veddel,normal,1981,183,6,D,9.71
21109,Veddel,normal,2003,134,5,C,10.9
21109,Veddel,normal,1995,176,6,C,14.07
21109,Veddel,normal,2003,175,6,C,12.7
21109,Veddel,normal,2008,77,3,C,9.93
21109,Veddel,normal,1996,158,5,C,10.8
21129,Wilhelmsburg,normal,1997,201,6,C,10.67
21129,Wilhelmsburg,normal,2021,23,1,A,14.9
21129,Wilhelmsburg,normal,1953,122,4,G,7.32
21129,Wilhelmsburg,normal,2020,117,4,A,13.1
21129,Wilhelmsburg,normal,1999,185,6,C,12.66
21129,Wilhelmsburg,normal,1978,39,1,D,10.55
21129,Wilhelmsburg,normal,1939,74,3,G,9.85
21129,Wilhelmsburg,normal,1971,153,5,E,5.77
21129,Wilhelmsburg,normal,1993,210,6,C,9.87
21129,Wilhelmsburg,normal,1926,198,6,G,8.49
21129,Wilhelmsburg,normal,1947,163,6,G,7.4
21129,Wilhelmsburg,normal,2011,191,6,B,12.32
21129,Wilhelmsburg,normal,1949,87,3,G,6.9
21129,Wilhelmsburg,normal,1996,104,4,C,11.58
21129,Wilhelmsburg,normal,1988,17,1,D,9.95
21129,Wilhelmsburg,normal,1929,220,6,G,9.37
21129,Wilhelmsburg,normal,1931,166,6,G,8.67
21129,Wilhelmsburg,normal,1991,219,6,D,9.95
21129,Wilhelmsburg,normal,1931,212,6,G,9.18
21129,Wilhelmsburg,normal,2004,69,3,C,9.35
21129,Wilhelmsburg,normal,1986,88,4,D,6.91
21129,Wilhelmsburg,normal,1918,20,1,G,12.44
21129,Wilhelmsburg,normal,1931,219,6,G,7.33
21129,Wilhelmsburg,normal,1997,137,5,C,13.45
21129,Wilhelmsburg,normal,1994,183,6,C,12.83
21129,Wilhelmsburg,normal,1972,92,4,E,6.53
21129,Wilhelmsburg,normal,1928,200,6,G,8.78
21129,Wilhelmsburg,normal,2013,83,3,B,12.88
21147,Hausbruch,normal,1948,153,5,G,8.7
21147,Hausbruch,normal,1978,207,6,D,8.56
21147,Hausbruch,normal,1910,57,2,G,11.82
21147,Hausbruch,normal,1920,193,6,G,9.1
21147,Hausbruch,normal,2019,39,1,A,15.81
21147,Hausbruch,normal,2021,75,3,A,13.77
21147,Hausbruch,normal,2001,202,6,C,9.24
21147,Hausbruch,normal,1951,131,5,G,7.9
21147,Hausbruch,normal,1987,162,6,D,8.74
21147,Hausbruch,normal,1924,64,3,G,8.41
21147,Hausbruch,normal,2007,42,2,C,8.92
21147,Hausbruch,normal,1931,19,1,G,8.75
21147,Hausbruch,normal,1964,217,6,F,8.07
21147,Hausbruch,normal,2022,187,6,A,16.1
21147,Hausbruch,normal,1974,56,2,D,8.62
21147,Hausbruch,normal,1930,101,4,G,8.68
21147,Hausbruch,normal,1941,132,5,G,9.27
21147,Hausbruch,normal,1951,102,4,G,10.22
21147,Hausbruch,normal,2002,216,6,C,13.52
21147,Hausbruch,normal,2012,214,6,B,15.02
21147,Hausbruch,normal,2016,60,3,A,11.1
21147,Hausbruch,normal,1978,104,4,D,8.9
21147,Hausbruch,normal,2004,213,6,C,12.52
21147,Hausbruch,normal,1986,181,6,D,6.92
21147,Hausbruch,normal,2000,175,6,C,11.86
21147,Hausbruch,normal,2003,38,1,C,13.95
21147,Hausbruch,normal,1914,196,6,G,8.26
21147,Hausbruch,normal,1925,222,6,G,8.42
21147,Hausbruch,normal,2007,209,6,C,14.46
21147,Hausbruch,normal,1986,163,6,D,8.9
21147,Hausbruch,normal,1949,57,2,G,7.92
21147,Hausbruch,normal,2012,111,4,B,13.61
